"st","YEAR.id","State Name","Medicaid","med_month","med_day","med_year","population","Ever_medicaid","Estab_pct_ACS","Estab_pct_CPS","naics","estab","industry","estab_pop","Labor.Force"
5,2006,"Arkansas",0,NA,NA,NA,2821761,1,0.0706491008579583,0.088702959954215,"00",187733,"total",0.137490927706546,1365421
5,2007,"Arkansas",0,NA,NA,NA,2848650,1,0.0714495202507053,0.0834639208187079,"00",195459,"total",0.142744884388905,1369289
5,2008,"Arkansas",0,NA,NA,NA,2874554,1,0.0650100796781533,0.0735851068555412,"00",190281,"total",0.138359717377694,1375263
5,2009,"Arkansas",0,NA,NA,NA,2896843,1,0.0679630537632542,0.0623217272308151,"00",189785,"total",0.139659932828418,1358908
5,2010,"Arkansas",0,NA,NA,NA,2921606,1,0.059264825961601,0.0488110026786397,"00",192034,"total",0.141896135640511,1353342
5,2011,"Arkansas",0,NA,NA,NA,2940407,1,0.0573308147006663,0.0825667613268373,"00",193329,"total",0.141872643454803,1362694
5,2012,"Arkansas",0,NA,NA,NA,2952109,1,0.059797672897013,0.0731360963810208,"00",192746,"total",0.143543891084604,1342767
5,2013,"Arkansas",0,NA,NA,NA,2959549,1,0.0583492291333615,0.0570186497964692,"00",191530,"total",0.144815108012125,1322583
5,2014,"Arkansas",1,1,1,2014,2967726,1,0.0644187198444294,0.0462778937647836,"00",196593,"total",0.149328113499484,1316517
5,2015,"Arkansas",1,1,1,2014,2978407,1,0.0621995081621798,0.0564684154523817,"00",198380,"total",0.14900250640873,1331387
5,2016,"Arkansas",1,1,1,2014,2990410,1,0.053703434167306,0.05822685679548,"00",201227,"total",0.150221756388234,1339533
5,2017,"Arkansas",1,1,1,2014,3002997,1,0.0593322679316504,0.0539318185902564,"00",205915,"total",0.152867069531262,1347020
50,2001,"Vermont",0,NA,NA,NA,612223,1,0.102685137778672,0.11755970217078,"00",52136,"total",0.154681904626275,337053
50,2002,"Vermont",0,NA,NA,NA,615442,1,0.113994998706562,0.108963849437667,"00",54308,"total",0.158275603792226,343123
50,2003,"Vermont",0,NA,NA,NA,617858,1,0.0992683013043325,0.0971828921869725,"00",56646,"total",0.163730959331734,345970
50,2004,"Vermont",0,NA,NA,NA,619920,1,0.106918864233773,0.0952746238506042,"00",58319,"total",0.16774191692721,347671
50,2005,"Vermont",0,NA,NA,NA,621215,1,0.104919053549191,0.124272980276691,"00",59556,"total",0.169790826232107,350761
50,2006,"Vermont",0,NA,NA,NA,622892,1,0.101530625209999,0.105311022314189,"00",59806,"total",0.167525217298745,356997
50,2007,"Vermont",0,NA,NA,NA,623481,1,0.10079533448373,0.116012187083936,"00",61465,"total",0.173761982975764,353731
50,2008,"Vermont",0,NA,NA,NA,624151,1,0.096456124311879,0.128859772443742,"00",60463,"total",0.170370620838511,354891
50,2009,"Vermont",0,NA,NA,NA,624817,1,0.110681816900853,0.0952773787113871,"00",60250,"total",0.16742575605581,359861
50,2010,"Vermont",0,NA,NA,NA,625960,1,0.0907887125860563,0.11700657983501,"00",59945,"total",0.166790483106708,359403
50,2011,"Vermont",0,NA,NA,NA,626979,1,0.093643732306518,0.0970527172631299,"00",60067,"total",0.167734314787718,358108
50,2012,"Vermont",0,NA,NA,NA,626063,1,0.090702613080164,0.100620637110439,"00",59836,"total",0.168621461220671,354854
50,2013,"Vermont",0,NA,NA,NA,626212,1,0.0953227599343069,0.114765961707533,"00",59446,"total",0.169630041803992,350445
50,2014,"Vermont",1,1,1,2014,625218,1,0.0880167893297565,0.107738914627822,"00",60181,"total",0.173403792460604,347057
50,2015,"Vermont",1,1,1,2014,625197,1,0.0809176200837603,0.104267615210809,"00",60312,"total",0.174970046330277,344699
50,2016,"Vermont",1,1,1,2014,623644,1,0.0871599213453468,0.0976149598665733,"00",60226,"total",0.174698253481579,344743
50,2017,"Vermont",1,1,1,2014,624525,1,0.0885476944406911,0.0828215758620188,"00",61505,"total",0.177897909363322,345732
51,2001,"Virginia",0,NA,NA,NA,7191962,0,0.0560866729789539,0.0411687713611214,"00",384276,"total",0.104703191644147,3670146
51,2002,"Virginia",0,NA,NA,NA,7280553,0,0.0547087069572779,0.0620578479735312,"00",398777,"total",0.107011997949802,3726470
51,2003,"Virginia",0,NA,NA,NA,7360740,0,0.0528279182972877,0.0588464108548346,"00",426247,"total",0.113553494128877,3753711
51,2004,"Virginia",0,NA,NA,NA,7469377,0,0.0536112601681748,0.0584720567321307,"00",448023,"total",0.118048132181826,3795257
51,2005,"Virginia",0,NA,NA,NA,7570919,0,0.0564619866204091,0.0575596462373762,"00",469878,"total",0.120572431525304,3897060
51,2006,"Virginia",0,NA,NA,NA,7667578,0,0.0523833448854628,0.0586983070736052,"00",478718,"total",0.120321596198111,3978654
51,2007,"Virginia",0,NA,NA,NA,7744831,0,0.0512090551512224,0.0690052182699951,"00",502175,"total",0.124397612596344,4036854
51,2008,"Virginia",0,NA,NA,NA,7827346,0,0.0505770663757019,0.059919622446895,"00",494516,"total",0.119637185663163,4133464
51,2009,"Virginia",0,NA,NA,NA,7919763,0,0.0466595977894734,0.0573460428577485,"00",500911,"total",0.121633982754045,4118183
51,2010,"Virginia",0,NA,NA,NA,8018374,0,0.0465457340413469,0.0539924393056926,"00",510297,"total",0.122736380763539,4157667
51,2011,"Virginia",0,NA,NA,NA,8100469,0,0.0485667650974138,0.0575443931510336,"00",521053,"total",0.123712223827495,4211815
51,2012,"Virginia",0,NA,NA,NA,8185229,0,0.0485049838466034,0.060835523679602,"00",529636,"total",0.125391763438569,4223850
51,2013,"Virginia",0,NA,NA,NA,8253053,0,0.0460788284423088,0.053208292174385,"00",536067,"total",0.126511636907895,4237294
51,2014,"Virginia",0,NA,NA,NA,8312076,0,0.0474739051411159,0.0620479885671904,"00",560597,"total",0.132179020299703,4241195
51,2015,"Virginia",0,NA,NA,NA,8362907,0,0.04677158824199,0.0521048165024176,"00",576446,"total",0.136705934470814,4216686
51,2016,"Virginia",0,NA,NA,NA,8410946,0,0.0454447353822506,0.0449701586392389,"00",597409,"total",0.14079666995203,4243062
51,2017,"Virginia",0,NA,NA,NA,8465207,0,0.0469112773599508,0.0409665489608284,"00",617046,"total",0.143126972923184,4311179
53,2001,"Washington",0,NA,NA,NA,5985722,1,0.0698885521753241,0.0767150055118293,"00",326821,"total",0.107529191904901,3039370
53,2002,"Washington",0,NA,NA,NA,6052349,1,0.0679725973876909,0.084685176749258,"00",334912,"total",0.108637631064384,3082836
53,2003,"Washington",0,NA,NA,NA,6104115,1,0.0764527046768617,0.0792377681192735,"00",353240,"total",0.112949765428751,3127408
53,2004,"Washington",0,NA,NA,NA,6178645,1,0.0731193370506655,0.0808704314813677,"00",369860,"total",0.115685909596338,3197105
53,2005,"Washington",0,NA,NA,NA,6257305,1,0.0649661751672701,0.0834385676253657,"00",386895,"total",0.118544794057548,3263703
53,2006,"Washington",0,NA,NA,NA,6370753,1,0.0681316858877333,0.0895981716545657,"00",392470,"total",0.118073909387518,3323935
53,2007,"Washington",0,NA,NA,NA,6461587,1,0.0656695869541869,0.0797419174833975,"00",412651,"total",0.121254924454237,3403169
53,2008,"Washington",0,NA,NA,NA,6562231,1,0.0637392938197908,0.0746895419296867,"00",400718,"total",0.115195888896012,3478579
53,2009,"Washington",0,NA,NA,NA,6667426,1,0.0646872960960378,0.0813322495363557,"00",402706,"total",0.113913247882227,3535199
53,2010,"Washington",0,NA,NA,NA,6744496,1,0.0596710261740041,0.0825440342610522,"00",405256,"total",0.11541394903236,3511326
53,2011,"Washington",0,NA,NA,NA,6821655,1,0.0586414767002902,0.0793410518252456,"00",409989,"total",0.118444909505661,3461432
53,2012,"Washington",0,NA,NA,NA,6892876,1,0.0625143877056265,0.0671057554337478,"00",412542,"total",0.118844003237989,3471290
53,2013,"Washington",0,NA,NA,NA,6962906,1,0.057202944858905,0.0604842608430999,"00",413446,"total",0.119359319052033,3463877
53,2014,"Washington",1,1,1,2014,7052439,1,0.0559511041371064,0.0630921474763176,"00",430670,"total",0.123348449129613,3491491
53,2015,"Washington",1,1,1,2014,7163543,1,0.0576109088766384,0.0706204400628342,"00",444135,"total",0.125088225171479,3550574
53,2016,"Washington",1,1,1,2014,7294680,1,0.0572701117346104,0.0561306626596709,"00",459590,"total",0.12611142225004,3644317
53,2017,"Washington",1,1,1,2014,7425432,1,0.0575535048453308,0.0644081343660484,"00",478331,"total",0.128372339928752,3726122
54,2001,"West Virginia",0,NA,NA,NA,1801481,1,0.0575346351348416,0.0388238758478794,"00",82791,"total",0.102321390832342,809127
54,2002,"West Virginia",0,NA,NA,NA,1805414,1,0.060241581559411,0.0451082479107402,"00",84185,"total",0.105230329234619,800007
54,2003,"West Virginia",0,NA,NA,NA,1812295,1,0.0584947095228589,0.0655186056472743,"00",86438,"total",0.109893993831351,786558
54,2004,"West Virginia",0,NA,NA,NA,1816438,1,0.0483036998791938,0.0513130107048872,"00",87825,"total",0.112068426499318,783673
54,2005,"West Virginia",0,NA,NA,NA,1820492,1,0.053715256311783,0.0605976393544701,"00",89872,"total",0.113619641209118,790990
54,2006,"West Virginia",0,NA,NA,NA,1827912,1,0.0557365642262032,0.0565636186732453,"00",89839,"total",0.111439136361888,806171
54,2007,"West Virginia",0,NA,NA,NA,1834052,1,0.0540944670839393,0.0478228495382409,"00",93236,"total",0.114940998367778,811164
54,2008,"West Virginia",0,NA,NA,NA,1840310,1,0.0518576375885842,0.0450839857981921,"00",90727,"total",0.11160836752142,812905
54,2009,"West Virginia",0,NA,NA,NA,1847775,1,0.0546723298047133,0.0498480947173336,"00",89560,"total",0.11002010974985,814033
54,2010,"West Virginia",0,NA,NA,NA,1853973,1,0.0433007695246412,0.0509286720433371,"00",90126,"total",0.111111933011806,811128
54,2011,"West Virginia",0,NA,NA,NA,1856074,1,0.0448746064699748,0.0484234300004542,"00",90273,"total",0.111858988259348,807025
54,2012,"West Virginia",0,NA,NA,NA,1856764,1,0.0428298975959962,0.0444886685072452,"00",89213,"total",0.110422925013708,807921
54,2013,"West Virginia",0,NA,NA,NA,1853873,1,0.0447629646330862,0.046520585303543,"00",88202,"total",0.110454770298108,798535
54,2014,"West Virginia",1,1,1,2014,1849467,1,0.0420279574586293,0.0421687381677589,"00",89044,"total",0.112881817893703,788825
54,2015,"West Virginia",1,1,1,2014,1841996,1,0.0453507801358213,0.0638856892343167,"00",88136,"total",0.112787804952958,781432
54,2016,"West Virginia",1,1,1,2014,1830929,1,0.0439856908630198,0.0739547339514316,"00",87671,"total",0.112068690024377,782297
54,2017,"West Virginia",1,1,1,2014,1817048,1,0.0448414013933754,0.0430108079832554,"00",88343,"total",0.113407977570785,778984
55,2001,"Wisconsin",0,NA,NA,NA,5406835,0,0.0590192311212404,0.0908888786982802,"00",273758,"total",0.0908980732827905,3011703
55,2002,"Wisconsin",0,NA,NA,NA,5445162,0,0.0591511554517168,0.0728043889548224,"00",283417,"total",0.093712388338831,3024328
55,2003,"Wisconsin",0,NA,NA,NA,5479203,0,0.0648948443241419,0.0673533826391623,"00",297156,"total",0.0973118054209261,3053648
55,2004,"Wisconsin",0,NA,NA,NA,5514026,0,0.0640001578151311,0.0712467209919116,"00",310724,"total",0.102394063118906,3034590
55,2005,"Wisconsin",0,NA,NA,NA,5546166,0,0.0633281235967557,0.0827414999244963,"00",322014,"total",0.106588646287053,3021091
55,2006,"Wisconsin",0,NA,NA,NA,5577655,0,0.0629329279149357,0.0713965183411044,"00",323649,"total",0.105804298220952,3058940
55,2007,"Wisconsin",0,NA,NA,NA,5610775,0,0.0571373387958733,0.061587763901898,"00",327419,"total",0.106034928611933,3087841
55,2008,"Wisconsin",0,NA,NA,NA,5640996,0,0.0565140820913121,0.0586743232586097,"00",318541,"total",0.10302741955516,3091808
55,2009,"Wisconsin",0,NA,NA,NA,5669264,0,0.0516309103334632,0.0631258837580954,"00",328093,"total",0.105824264754027,3100357
55,2010,"Wisconsin",0,NA,NA,NA,5691047,0,0.0534743646246511,0.0629200570408786,"00",331692,"total",0.107639191995371,3081517
55,2011,"Wisconsin",0,NA,NA,NA,5704755,0,0.052459821169196,0.0654298110092363,"00",334657,"total",0.108663231553857,3079763
55,2012,"Wisconsin",0,NA,NA,NA,5719855,0,0.0477138273583474,0.0549479028191341,"00",336059,"total",0.109323494211264,3073987
55,2013,"Wisconsin",0,NA,NA,NA,5736952,0,0.0497667747299883,0.0670574457614672,"00",335177,"total",0.10884808609721,3079310
55,2014,"Wisconsin",0,NA,NA,NA,5751974,0,0.0501791426097609,0.0570141976587199,"00",339963,"total",0.110322078174944,3081550
55,2015,"Wisconsin",0,NA,NA,NA,5761406,0,0.052876069887552,0.0549966437072096,"00",341935,"total",0.11059676355642,3091727
55,2016,"Wisconsin",0,NA,NA,NA,5772958,0,0.0510111568246025,0.0597725164750122,"00",346514,"total",0.110934036452764,3123604
55,2017,"Wisconsin",0,NA,NA,NA,5792051,0,0.0477742574423756,0.0658989801426371,"00",350624,"total",0.111898467229972,3133412
56,2001,"Wyoming",0,NA,NA,NA,494657,0,0.0782432650056365,0.0987076511329045,"00",36511,"total",0.135546216615558,269362
56,2002,"Wyoming",0,NA,NA,NA,500017,0,0.0802040877487413,0.0870753511477063,"00",37352,"total",0.138573749935076,269546
56,2003,"Wyoming",0,NA,NA,NA,503453,0,0.0837850847959713,0.0939881987620137,"00",38785,"total",0.141747161219351,273621
56,2004,"Wyoming",0,NA,NA,NA,509106,0,0.081991352615509,0.109463666143231,"00",39990,"total",0.145525076601722,274798
56,2005,"Wyoming",0,NA,NA,NA,514157,0,0.082890019558477,0.113946585894339,"00",41861,"total",0.151380144577965,276529
56,2006,"Wyoming",0,NA,NA,NA,522667,0,0.0760168411294372,0.115163486024509,"00",42149,"total",0.149863111111111,281250
56,2007,"Wyoming",0,NA,NA,NA,534876,0,0.077797727955433,0.122422487563913,"00",43950,"total",0.153372092211699,286558
56,2008,"Wyoming",0,NA,NA,NA,546043,0,0.0709035766930415,0.100452050454389,"00",43394,"total",0.147961497413725,293279
56,2009,"Wyoming",0,NA,NA,NA,559851,0,0.0782981057389534,0.0964716154936955,"00",44673,"total",0.148850459816074,300120
56,2010,"Wyoming",0,NA,NA,NA,564460,0,0.0596088202483617,0.0888918037831678,"00",45614,"total",0.150393838382839,303297
56,2011,"Wyoming",0,NA,NA,NA,567224,0,0.0693940475804096,0.0822118115388228,"00",45633,"total",0.148731320176654,306815
56,2012,"Wyoming",0,NA,NA,NA,576270,0,0.0703814102564103,0.0808371931019105,"00",46103,"total",0.150039704235986,307272
56,2013,"Wyoming",0,NA,NA,NA,582123,0,0.0614007372301211,0.0754539770182867,"00",46297,"total",0.150995887296933,306611
56,2014,"Wyoming",0,NA,NA,NA,582548,0,0.0622423651783377,0.0743303593196877,"00",47576,"total",0.155493384929143,305968
56,2015,"Wyoming",0,NA,NA,NA,585668,0,0.0631977843007895,0.0562763812267734,"00",48140,"total",0.158296422711295,304113
56,2016,"Wyoming",0,NA,NA,NA,584290,0,0.0578811727174458,0.0764476969472652,"00",49495,"total",0.164793820439828,300345
56,2017,"Wyoming",0,NA,NA,NA,578934,0,0.0656608704592414,0.0790496185556888,"00",51309,"total",0.175070630143717,293076
6,2001,"California",0,NA,NA,NA,34479458,1,0.0804427890083914,0.0837422393918019,"00",2149145,"total",0.125472350509547,17128435
6,2002,"California",0,NA,NA,NA,34871843,1,0.0846965544891192,0.0795937650729945,"00",2252375,"total",0.130518735446933,17257101
6,2003,"California",0,NA,NA,NA,35253159,1,0.0891191930010419,0.0822419778205834,"00",2381043,"total",0.137810789261301,17277624
6,2004,"California",0,NA,NA,NA,35574576,1,0.0895940479195274,0.0866783036844608,"00",2508801,"total",0.144319742194237,17383630
6,2005,"California",0,NA,NA,NA,35827943,1,0.0867878248709562,0.0910131839759549,"00",2609258,"total",0.148844699422193,17530070
6,2006,"California",0,NA,NA,NA,36021202,1,0.0863732227343507,0.0930239349818067,"00",2645256,"total",0.149837952767038,17654112
6,2007,"California",0,NA,NA,NA,36250311,1,0.0853932113545771,0.0970088096824289,"00",2757179,"total",0.154091830980563,17893090
6,2008,"California",0,NA,NA,NA,36604337,1,0.0822715443551279,0.0927298293406448,"00",2688453,"total",0.147894956162971,18178125
6,2009,"California",0,NA,NA,NA,36961229,1,0.0832325106419101,0.0871362028506253,"00",2743935,"total",0.150640338167023,18215141
6,2010,"California",0,NA,NA,NA,37349363,1,0.079842238183073,0.088578955166278,"00",2814409,"total",0.153488523273774,18336283
6,2011,"California",0,NA,NA,NA,37641823,1,0.080297851769555,0.0902736489227036,"00",2887014,"total",0.156774201010703,18415109
6,2012,"California",0,NA,NA,NA,37960782,1,0.0808084640177171,0.0878959758065571,"00",2926065,"total",0.157962493216833,18523796
6,2013,"California",0,NA,NA,NA,38280824,1,0.0793792874928918,0.0901627567741049,"00",2983996,"total",0.16021455033557,18625000
6,2014,"California",1,1,1,2014,38625139,1,0.0796240454076367,0.0870207128765673,"00",3117591,"total",0.166585010778951,18714715
6,2015,"California",1,1,1,2014,38953142,1,0.0790618729065444,0.0833079906004044,"00",3206958,"total",0.170322252115606,18828767
6,2016,"California",1,1,1,2014,39209127,1,0.0790572221064358,0.0842673289228051,"00",3277415,"total",0.172303480483884,19021177
6,2017,"California",1,1,1,2014,39399349,1,0.0785300109505261,0.0817725057540429,"00",3374050,"total",0.175948324732383,19176369
8,2001,"Colorado",0,NA,NA,NA,4425687,1,0.0733142377151737,0.0639865302152751,"00",341380,"total",0.142773856215711,2391054
8,2002,"Colorado",0,NA,NA,NA,4490406,1,0.077316424626713,0.0617115067103229,"00",350943,"total",0.143652535265057,2442999
8,2003,"Colorado",0,NA,NA,NA,4528732,1,0.0777494043967645,0.0723978068907058,"00",369784,"total",0.148732700729457,2486232
8,2004,"Colorado",0,NA,NA,NA,4575013,1,0.0758806722695956,0.0784504916338859,"00",385326,"total",0.152160289436492,2532369
8,2005,"Colorado",0,NA,NA,NA,4631888,1,0.0744969724171372,0.0864247934433538,"00",401092,"total",0.156437323390206,2563915
8,2006,"Colorado",0,NA,NA,NA,4720423,1,0.072120873813617,0.0819823476066761,"00",405155,"total",0.154506861675068,2622246
8,2007,"Colorado",0,NA,NA,NA,4803868,1,0.0712370579650811,0.0824434942067637,"00",426017,"total",0.159875362238346,2664682
8,2008,"Colorado",0,NA,NA,NA,4889730,1,0.0725244976328785,0.0753201460687547,"00",414663,"total",0.152638859645119,2716628
8,2009,"Colorado",0,NA,NA,NA,4972195,1,0.0681918150643758,0.0784770169603523,"00",420767,"total",0.154523944092319,2722989
8,2010,"Colorado",0,NA,NA,NA,5049071,1,0.0662903196396988,0.0725203366573561,"00",426417,"total",0.156516616380734,2724420
8,2011,"Colorado",0,NA,NA,NA,5121771,1,0.0648389470162495,0.0706096379594199,"00",434910,"total",0.158953453183455,2736084
8,2012,"Colorado",0,NA,NA,NA,5193721,1,0.0626883585801476,0.0738449731667823,"00",440482,"total",0.159755841028282,2757220
8,2013,"Colorado",0,NA,NA,NA,5270482,1,0.0602428113571071,0.0698894645854825,"00",447586,"total",0.161749230257737,2767160
8,2014,"Colorado",1,1,1,2014,5351218,1,0.0615728194614976,0.0635654808475928,"00",468729,"total",0.167251911039049,2802533
8,2015,"Colorado",1,1,1,2014,5452107,1,0.060364243711959,0.0719600762964489,"00",480847,"total",0.170204579499857,2825112
8,2016,"Colorado",1,1,1,2014,5540921,1,0.0629358819070646,0.0678377606368053,"00",497109,"total",0.171909565655228,2891689
8,2017,"Colorado",1,1,1,2014,5615902,1,0.0596015945076622,0.079998619740846,"00",517350,"total",0.173228140808512,2986524
9,2001,"Connecticut",0,NA,NA,NA,3432835,1,0.0644655226237281,0.0757007250695137,"00",220751,"total",0.125438749516289,1759831
9,2002,"Connecticut",0,NA,NA,NA,3458749,1,0.0691106211266184,0.0844816558527174,"00",228082,"total",0.128558392154896,1774151
9,2003,"Connecticut",0,NA,NA,NA,3484336,1,0.070226800718109,0.069675533901176,"00",237465,"total",0.133088936689649,1784258
9,2004,"Connecticut",0,NA,NA,NA,3496094,1,0.0698465284622202,0.0601307271304393,"00",245915,"total",0.138606054218209,1774201
9,2005,"Connecticut",0,NA,NA,NA,3506956,1,0.068198975390584,0.0703883772478852,"00",252044,"total",0.140259847221364,1796979
9,2006,"Connecticut",0,NA,NA,NA,3517460,1,0.0666353206496559,0.06809709269091,"00",253992,"total",0.138895375130492,1828657
9,2007,"Connecticut",0,NA,NA,NA,3527270,1,0.0678290097798542,0.0671833359102578,"00",260305,"total",0.140235427216895,1856200
9,2008,"Connecticut",0,NA,NA,NA,3545579,1,0.0601501338198945,0.0647513503835018,"00",253343,"total",0.134652773865319,1881454
9,2009,"Connecticut",0,NA,NA,NA,3561807,1,0.0636643875953627,0.068425682538628,"00",255064,"total",0.134877067926614,1891085
9,2010,"Connecticut",0,NA,NA,NA,3577073,1,0.0623418491951831,0.0658934783330452,"00",255793,"total",0.133803244215911,1911710
9,2011,"Connecticut",0,NA,NA,NA,3588023,1,0.064727605997623,0.0741130046082827,"00",259835,"total",0.135700016973274,1914775
9,2012,"Connecticut",0,NA,NA,NA,3594395,1,0.0602230085792113,0.0724582400274991,"00",261922,"total",0.138772504265081,1887420
9,2013,"Connecticut",0,NA,NA,NA,3594915,1,0.0626250597946119,0.060337148418914,"00",263511,"total",0.14141863535372,1863340
9,2014,"Connecticut",1,1,1,2014,3594783,1,0.0592485445908782,0.0645889073369901,"00",269845,"total",0.142969692088917,1887428
9,2015,"Connecticut",1,1,1,2014,3587509,1,0.0604440772572763,0.0709094555943065,"00",272809,"total",0.144420104648183,1888996
9,2016,"Connecticut",1,1,1,2014,3578674,1,0.0641694669734421,0.0931405716081802,"00",277699,"total",0.146792050893733,1891785
9,2017,"Connecticut",1,1,1,2014,3573880,1,0.0642657551721047,0.0542114822499815,"00",281453,"total",0.148317227380085,1897642
